date,dayIndex,value,
02-01-24,10,58
03-01-24,20,64
04-01-24,30,55
05-01-24,40,84
08-01-24,70,143
09-01-24,80,205
10-01-24,90,215
11-01-24,100,220
12-01-24,110,220
15-01-24,140,123
16-01-24,150,104
17-01-24,160,0
18-01-24,170,121
19-01-24,180,145
22-01-24,210,290
23-01-24,220,340
24-01-24,230,310
25-01-24,240,160
26-01-24,250,225
29-01-24,280,132
